seqnames,start,end,width,strand,xHits,transcriptsHits,scoreSum,scoreMean,scoreMax,geneType,geneName,geneID,region,mir_IP,n_mir181,n_mir181a,n_mir181b,n_mir181c,n_mir181d,set,mir181BS_ID,WT,KO,geneID.2,geneName.1,region.1,counts.bs.1_KO,counts.bs.2_KO,counts.bs.3_KO,counts.bs.4_WT,counts.bs.5_WT,counts.bs.6_WT,geneID.1,counts.bg.1_KO,counts.bg.2_KO,counts.bg.3_KO,counts.bg.4_WT,counts.bg.5_WT,counts.bg.6_WT,resBs.baseMean,resBs.log2FoldChange,resBs.lfcSE,resBs.stat,resBs.pvalue,resBs.padj,resBg.baseMean,resBg.log2FoldChange,resBg.lfcSE,resBg.stat,resBg.pvalue,resBg.padj,tpm.counts.bg.1_KO,tpm.counts.bg.2_KO,tpm.counts.bg.3_KO,tpm.counts.bg.4_WT,tpm.counts.bg.5_WT,tpm.counts.bg.6_WT,BS_ID,tpm_support_KO,tpm_support_WT,tpm_supported,width_tx,transcript_type,transcript_support_level,transcript_id,all_seeds_200down,first_seed_200down.start,first_seed_200down.end,first_seed_200down.width,first_seed_200down.type,first_seed_200down.wobble,seed_repetitions.200down,seed_repetitions.200down.wobble
ENSMUST00000163119,3614,3620,7,*,9468,5893,6.430289999999999,3.2151449999999997,3.21861,mature protein_coding RNA,Cul3,ENSMUSG00000004364,cds,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12578,1,0,ENSMUSG00000004364,Cul3,cds,0,1,0,8,7,2,ENSMUSG00000004364,1573,1810,1212,2342,1726,1122,71.955660930533,-3.5810459489572835,1.237539254715761,12.954064285292674,3.192277045253246e-4,0.014026656821079309,NA,NA,NA,NA,NA,NA,394.1065925514971,326.32596181210647,379.59150510029986,374.31894349489073,341.1677371294696,409.1240347330532,ENSMUSG00000004364.bs4,3,3,TRUE,75558,protein_coding,1,ENSMUST00000163119,,105,110,6,seed_alt_38,TRUE,0,0
ENSMUST00000182755,1828,1834,7,*,9469,6997,21.49694,10.74847,18.0674,mature protein_coding RNA,Ptprc,ENSMUSG00000026395,cds,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12589,1,0,ENSMUSG00000026395,Ptprc,cds,15,16,11,19,24,7,ENSMUSG00000026395,13285,16713,10266,17124,13523,8124,550.4154534733756,-0.10595664163214287,0.31622872713371625,0.11242655165816018,0.7373982744711368,0.9324492435497932,NA,NA,NA,NA,NA,NA,885.6934885366163,801.796915160001,855.5630909950582,728.2777651035866,711.2743174656067,788.2590533939227,ENSMUSG00000026395.bs10,3,3,TRUE,111881,protein_coding,1,ENSMUST00000182755,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000182283,4425,4431,7,*,9470,6995,30.71058,10.23686,14.5094,mature protein_coding RNA,Ptprc,ENSMUSG00000026395,cds,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12590,1,1,ENSMUSG00000026395,Ptprc,cds,24,30,27,39,20,9,ENSMUSG00000026395,13285,16713,10266,17124,13523,8124,617.7253892403049,0.4066455773066815,0.25633593007366334,2.5289084195555063,0.11177751787407837,0.49289815848384183,NA,NA,NA,NA,NA,NA,885.6934885366163,801.796915160001,855.5630909950582,728.2777651035866,711.2743174656067,788.2590533939227,ENSMUSG00000026395.bs48,3,3,TRUE,111900,protein_coding,1,ENSMUST00000182283,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000183223,2871,2877,7,*,9471,7546,113.73830000000001,28.434575000000002,39.3419,mature protein_coding RNA,Prrc2c,ENSMUSG00000040225,cds,mmu-miR-181b-5p,2,1,1,0,0,ago_bs_mir181_chi&mir181_enriched,12596,1,1,ENSMUSG00000040225,Prrc2c,cds,34,52,15,24,45,26,ENSMUSG00000040225,4816,6223,3416,6651,5865,3352,395.9388420399382,0.3963606571644846,0.2573306516672699,2.3646859164916805,0.12410888992662027,0.5167180175503687,NA,NA,NA,NA,NA,NA,365.3909973637199,339.749823917117,323.9799353630223,321.9053917686836,351.060177029665,370.1285059683542,ENSMUSG00000040225.bs24,3,3,TRUE,32982,protein_coding,5,ENSMUST00000183223,,126,131,6,seed_alt_38,TRUE,0,0
ENSMUST00000028118,691,697,7,*,9472,8837,25.03283,12.516415,15.8026,mature protein_coding RNA,Prkcq,ENSMUSG00000026778,cds,mmu-miR-181a-5p,23,23,0,0,0,ago_bs_mir181_chi&mir181_enriched,12604,1,0,ENSMUSG00000026778,Prkcq,cds,0,3,1,7,9,4,ENSMUSG00000026778,4417,6059,3333,7563,5974,3240,194.64603723664567,-1.8476108558109234,0.7941526462420321,6.922944811073194,0.008509673030557939,0.1296366866094105,NA,NA,NA,NA,NA,NA,761.5776553130788,751.7541276332105,718.3746451027881,831.8611326176454,812.63252159563,813.034479915939,ENSMUSG00000026778.bs14,3,3,TRUE,129115,protein_coding,1,ENSMUST00000028118,,22,27,6,seed_alt_38,FALSE,0,0
ENSMUST00000028118,2384,2390,7,*,9473,8837,82.59034,20.647585,44.3293,mature protein_coding RNA,Prkcq,ENSMUSG00000026778,cds,mmu-miR-181a-5p,40,36,4,0,0,ago_bs_mir181_chi&mir181_enriched,12605,1,1,ENSMUSG00000026778,Prkcq,cds,17,18,14,27,30,6,ENSMUSG00000026778,4417,6059,3333,7563,5974,3240,290.99180928932503,0.11653757589582509,0.2860752163018145,0.16549373410425972,0.6841481211139,0.9164263281162437,NA,NA,NA,NA,NA,NA,761.5776553130788,751.7541276332105,718.3746451027881,831.8611326176454,812.63252159563,813.034479915939,ENSMUSG00000026778.bs24,3,3,TRUE,129115,protein_coding,1,ENSMUST00000028118,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000028062,858,864,7,*,9474,8903,32.6298,16.3149,21.7667,mature protein_coding RNA,Vim,ENSMUSG00000026728,cds,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12606,1,0,ENSMUSG00000026728,Vim,cds,6,8,5,12,8,8,ENSMUSG00000026728,418,543,302,983,795,412,72.8625646653229,0.4231713414719618,0.4410558965607536,0.9022721010989585,0.342173207074505,0.7531489264160166,NA,NA,NA,NA,NA,NA,107.59808590817076,100.58105072172009,97.17713582337352,161.41791013270333,161.44982512624748,154.34858041228546,ENSMUSG00000026728.bs3,3,3,TRUE,8875,protein_coding,1,ENSMUST00000028062,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000052168,1295,1301,7,*,9475,9031,37.957499999999996,18.978749999999998,21.7647,mature protein_coding RNA,Otud1,ENSMUSG00000043415,cds,mmu-miR-181b-5p,1,0,1,0,0,ago_bs_mir181_chi&mir181_enriched,12608,1,1,ENSMUSG00000043415,Otud1,cds,7,8,4,20,10,9,ENSMUSG00000043415,311,369,220,631,494,281,75.5854432203231,-0.2019555220891455,0.42057865622843194,0.2336158771472867,0.6288555755461183,0.8985995959885477,365.4339481431317,-0.4607337149561299,0.11190402130707702,-4.1172221478245685,3.834664104442037e-5,3.955251025965371e-4,134.07522316284766,114.47287238094542,118.56041426536993,173.5351427071619,168.01856641236415,176.30783765257928,ENSMUSG00000043415.bs1,3,3,TRUE,2832,protein_coding,NA,ENSMUST00000052168,,98,104,7,seed_7mer_m8,FALSE,1,0
ENSMUST00000114093,1114,1120,7,*,9476,9368,17.64595,8.822975,11.9446,mature protein_coding RNA,Pmpca,ENSMUSG00000026926,cds,mmu-miR-181a-5p,43,39,4,0,0,ago_bs_mir181_chi&mir181_enriched,12611,1,0,ENSMUSG00000026926,Pmpca,cds,2,0,1,9,2,3,ENSMUSG00000026926,186,249,162,423,310,136,25.70123365016486,-1.5280292617446887,0.9363806867414775,3.2112875073815417,0.07313191536575936,0.40999364498725205,NA,NA,NA,NA,NA,NA,53.03318005940994,51.08838186391038,57.74024574150086,76.93873322004939,69.73304115747813,56.4352942197548,ENSMUSG00000026926.bs3,3,3,TRUE,4594,protein_coding,1,ENSMUST00000114093,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000145422,840,846,7,*,9477,9534,24.61522,6.153805,7.90272,mature protein_coding RNA,Setx,ENSMUSG00000043535,cds,mmu-miR-181a-5p,46,40,2,4,0,ago_bs_mir181_chi&mir181_enriched,12614,1,0,ENSMUSG00000043535,Setx,cds,1,2,1,6,7,4,ENSMUSG00000043535,1027,1335,747,1748,1314,754,61.006507013382304,-1.5987627744475432,0.8081857336596004,4.747907014931286,0.02933395225147455,0.2647834354507701,NA,NA,NA,NA,NA,NA,110.18172567123136,103.06434958589641,100.1817505272596,119.63286219719878,111.21840899669093,117.73013226644946,ENSMUSG00000043535.bs2,3,3,TRUE,15083,protein_coding,5,ENSMUST00000145422,,97,103,7,seed_7mer_m8,FALSE,1,0
ENSMUST00000147755,997,1003,7,*,9478,9550,17.7618,8.8809,12.9741,mature protein_coding RNA,Rapgef1,ENSMUSG00000039844,cds,mmu-miR-181a-5p,2,2,0,0,0,ago_bs_mir181_chi&mir181_enriched,12615,1,1,ENSMUSG00000039844,Rapgef1,cds,1,2,1,13,5,1,ENSMUSG00000039844,2187,3542,1769,4226,3312,1627,111.98881020289913,-1.7589427547223893,0.8077560327427967,5.897610615618376,0.015161439182859312,0.18360743301899876,NA,NA,NA,NA,NA,NA,356.7289593024604,415.7442155756536,360.7001347361173,439.7329558311298,426.20849180800144,386.23737461619993,ENSMUSG00000039844.bs3,3,3,TRUE,118418,protein_coding,1,ENSMUST00000147755,,6,12,7,seed_7mer_m8,FALSE,1,0
ENSMUST00000147755,1073,1079,7,*,9479,9550,53.5603,17.853433333333335,21.1063,mature protein_coding RNA,Rapgef1,ENSMUSG00000039844,cds,mmu-miR-181a-5p,3,2,1,0,0,ago_bs_mir181_chi&mir181_enriched,12616,1,1,ENSMUSG00000039844,Rapgef1,cds,5,10,5,28,12,6,ENSMUSG00000039844,2187,3542,1769,4226,3312,1627,157.68773590592576,-0.7117199935783461,0.41463922515075996,3.0852108458238945,0.07900702470431935,0.4236446601008421,NA,NA,NA,NA,NA,NA,356.7289593024604,415.7442155756536,360.7001347361173,439.7329558311298,426.20849180800144,386.23737461619993,ENSMUSG00000039844.bs4,3,3,TRUE,118418,protein_coding,1,ENSMUST00000147755,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000132459,3721,3727,7,*,9480,9839,53.94299,13.4857475,28.8372,mature protein_coding RNA,Prrc2b,ENSMUSG00000039262,cds,mmu-miR-181a-5p,11,8,3,0,0,ago_bs_mir181_chi&mir181_enriched,12617,1,1,ENSMUSG00000039262,Prrc2b,cds,7,8,4,32,19,5,ENSMUSG00000039262,3170,4542,2473,7574,6675,3584,227.0841622787302,-0.5378545186017752,0.3909651435927781,1.997233679940706,0.15758658515967822,0.5669545129907537,NA,NA,NA,NA,NA,NA,343.65694711095597,354.32440794384155,335.13429290874853,523.7947061626215,570.8990521730068,565.471897021465,ENSMUSG00000039262.bs11,3,3,TRUE,47937,protein_coding,1,ENSMUST00000132459,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000132459,3918,3924,7,*,9481,9839,52.9585,17.652833333333334,20.9589,mature protein_coding RNA,Prrc2b,ENSMUSG00000039262,cds,mmu-miR-181b-5p,18,15,3,0,0,ago_bs_mir181_chi&mir181_enriched,12618,1,1,ENSMUSG00000039262,Prrc2b,cds,1,9,4,28,18,14,ENSMUSG00000039262,3170,4542,2473,7574,6675,3584,231.70111851691647,-1.0839936896097324,0.43503318605520225,7.107181000703363,0.007677575278332881,0.12206783024127119,NA,NA,NA,NA,NA,NA,343.65694711095597,354.32440794384155,335.13429290874853,523.7947061626215,570.8990521730068,565.471897021465,ENSMUSG00000039262.bs14,3,3,TRUE,47937,protein_coding,1,ENSMUST00000132459,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000132459,4094,4100,7,*,9482,9839,46.804899999999996,23.402449999999998,37.48,mature protein_coding RNA,Prrc2b,ENSMUSG00000039262,cds,mmu-miR-181a-5p,285,270,14,1,0,ago_bs_mir181_chi&mir181_enriched,12619,1,1,ENSMUSG00000039262,Prrc2b,cds,4,7,3,56,28,14,ENSMUSG00000039262,3170,4542,2473,7574,6675,3584,260.9444470160854,-1.785148549920808,0.4199593677470483,23.631541819566422,1.166595423011419e-6,1.6562723862483227e-4,NA,NA,NA,NA,NA,NA,343.65694711095597,354.32440794384155,335.13429290874853,523.7947061626215,570.8990521730068,565.471897021465,ENSMUSG00000039262.bs18,3,3,TRUE,47937,protein_coding,1,ENSMUST00000132459,,66,71,6,seed_6mer,FALSE,1,0
ENSMUST00000132459,4136,4142,7,*,9483,9839,78.92635,19.7315875,39.9009,mature protein_coding RNA,Prrc2b,ENSMUSG00000039262,cds,mmu-miR-181a-5p,474,446,28,0,0,ago_bs_mir181_chi&mir181_enriched,12620,1,1,ENSMUSG00000039262,Prrc2b,cds,7,3,3,50,38,17,ENSMUSG00000039262,3170,4542,2473,7574,6675,3584,270.7279822597473,-1.9940021477282532,0.4308111915218982,29.40256629961317,5.879972671851234e-8,1.2585368780137342e-5,NA,NA,NA,NA,NA,NA,343.65694711095597,354.32440794384155,335.13429290874853,523.7947061626215,570.8990521730068,565.471897021465,ENSMUSG00000039262.bs20,3,3,TRUE,47937,protein_coding,1,ENSMUST00000132459,,24,29,6,seed_6mer,FALSE,1,0
ENSMUST00000067542,359,365,7,*,9484,10409,77.40469999999999,38.702349999999996,59.4548,mature protein_coding RNA,March7,ENSMUSG00000026977,cds,mmu-miR-181a-5p,4,4,0,0,0,ago_bs_mir181_chi&mir181_enriched,12633,1,1,ENSMUSG00000026977,March7,cds,22,38,45,50,20,11,ENSMUSG00000026977,1297,1816,1106,2211,1615,1061,267.6242808207464,0.8599523553250215,0.3115959845574226,7.655635491139805,0.005659525215862892,0.10094102979901536,NA,NA,NA,NA,NA,NA,152.39264949489385,153.54227197406152,162.44563961762256,165.72297645245465,149.70584495008364,181.43312762867365,ENSMUSG00000026977.bs3,3,3,TRUE,23189,protein_coding,1,ENSMUST00000067542,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000067542,408,414,7,*,9485,10409,114.67414000000001,28.668535000000002,56.7533,mature protein_coding RNA,March7,ENSMUSG00000026977,cds,mmu-miR-181a-5p,2,2,0,0,0,ago_bs_mir181_chi&mir181_enriched,12634,1,1,ENSMUSG00000026977,March7,cds,31,43,25,57,32,11,ENSMUSG00000026977,1297,1816,1106,2211,1615,1061,266.61075312271265,0.4209712111402165,0.24500245295531795,2.9610907775825694,0.0852903853766961,0.4390158045560217,NA,NA,NA,NA,NA,NA,152.39264949489385,153.54227197406152,162.44563961762256,165.72297645245465,149.70584495008364,181.43312762867365,ENSMUSG00000026977.bs4,3,3,TRUE,23189,protein_coding,1,ENSMUST00000067542,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000111964,850,856,7,*,9486,10792,11.713740000000001,5.856870000000001,7.30271,mature protein_coding RNA,Hnrnpa3,ENSMUSG00000059005,cds,mmu-miR-181a-5p,2,2,0,0,0,ago_bs_mir181_chi&mir181_enriched,12636,1,1,ENSMUSG00000059005,Hnrnpa3,cds,2,7,2,9,6,2,ENSMUSG00000059005,591,720,498,869,602,355,48.88814569112746,-0.44737721023511107,0.5791825483248727,0.6075359343955284,0.4357170856519457,0.8116961017456441,NA,NA,NA,NA,NA,NA,133.72017256461027,117.22763911220142,140.8535113664707,125.4293473487631,107.46031893772295,116.90012086348203,ENSMUSG00000059005.bs3,3,3,TRUE,6579,protein_coding,1,ENSMUST00000111964,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000111330,1505,1511,7,*,9487,11352,80.97229,26.990763333333334,48.8181,mature protein_coding RNA,Arhgap1,ENSMUSG00000027247,cds,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12639,1,1,ENSMUSG00000027247,Arhgap1,cds,23,35,15,52,24,16,ENSMUSG00000027247,841,1300,679,1524,1312,614,211.90882444135883,0.1513822611280486,0.2620804785038986,0.33395740466473,0.5633380643333024,0.8764676974808446,NA,NA,NA,NA,NA,NA,240.18244704660108,267.1632367915108,242.40631608982378,277.6515964817913,295.61147669802193,255.20595274729948,ENSMUSG00000027247.bs9,3,3,TRUE,19095,protein_coding,1,ENSMUST00000111330,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000068225,1173,1179,7,*,9488,11913,12.21771,6.108855,9.12788,mature protein_coding RNA,Nusap1,ENSMUSG00000027306,cds,mmu-miR-181a-5p,25,7,18,0,0,ago_bs_mir181_chi&mir181_enriched,12644,1,1,ENSMUSG00000027306,Nusap1,cds,3,2,7,8,5,3,ENSMUSG00000027306,455,821,463,916,666,317,53.22453159997124,-0.1088408921608654,0.5875039343721289,0.034291400589182786,0.8530883463910518,0.9652601362930047,570.1606061707379,0.07717927136706314,0.1175040018629269,0.6568224923700542,0.5112950599192568,0.7189401814240479,136.85911705773842,177.70251282239374,174.08935491431083,175.7631184553826,158.04426926176797,138.77101314821434,ENSMUSG00000027306.bs1,3,3,TRUE,31863,protein_coding,1,ENSMUST00000068225,,127,133,7,seed_7mer_m8,FALSE,1,0
ENSMUST00000068225,1272,1278,7,*,9489,11913,28.295340000000003,14.147670000000002,19.6124,mature protein_coding RNA,Nusap1,ENSMUSG00000027306,cds,mmu-miR-181a-5p,671,485,182,1,3,ago_bs_mir181_chi&mir181_enriched,12645,1,1,ENSMUSG00000027306,Nusap1,cds,8,5,4,24,7,5,ENSMUSG00000027306,455,821,463,916,666,317,74.4808101113262,-0.766299440167753,0.4771658492767697,2.6749040732410663,0.1019414684856264,0.474605549612052,NA,NA,NA,NA,NA,NA,136.85911705773842,177.70251282239374,174.08935491431083,175.7631184553826,158.04426926176797,138.77101314821434,ENSMUSG00000027306.bs3,3,3,TRUE,31863,protein_coding,1,ENSMUST00000068225,,28,34,7,seed_7mer_m8,FALSE,1,0
ENSMUST00000028683,1415,1421,7,*,9490,12074,51.3907,10.27814,17.7998,mature protein_coding RNA,Pdia3,ENSMUSG00000027248,cds,mmu-miR-181a-5p,44,42,1,1,0,ago_bs_mir181_chi&mir181_enriched,12646,1,1,ENSMUSG00000027248,Pdia3,cds,0,3,2,18,15,3,ENSMUSG00000027248,285,417,240,566,439,267,50.19176016153816,-2.2069884189605604,0.6986145392189443,13.911525107111771,1.9161988477528962e-4,0.009565082340205403,NA,NA,NA,NA,NA,NA,110.84980482980696,116.71164828272273,116.68907638200733,140.43535050682473,134.70905188805253,151.13967840470073,ENSMUSG00000027248.bs4,3,3,TRUE,24913,protein_coding,1,ENSMUST00000028683,,19,24,6,seed_alt_38,FALSE,0,0
ENSMUST00000102476,89,95,7,*,9491,12117,59.50658,19.835526666666667,31.3362,mature protein_coding RNA,B2m,ENSMUSG00000060802,cds,mmu-miR-181a-5p,23,13,10,0,0,ago_bs_mir181_chi&mir181_enriched,12648,1,1,ENSMUSG00000060802,B2m,cds,25,19,18,40,15,21,ENSMUSG00000060802,756,793,556,1018,777,443,185.47861561133968,-0.035286306559158605,0.3052766854469095,0.013294815648833946,0.9082048442598185,0.9777700040166087,700.8774537172259,0.11488873989587156,0.10473155543101341,1.0969830384267394,0.2726488067953404,0.5054174205673249,1073.2594787626995,810.1103845849564,986.7033817068569,921.9357453678598,870.2542291733746,915.300760286445,ENSMUSG00000060802.bs1,3,3,TRUE,5398,protein_coding,1,ENSMUST00000102476,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000102476,129,135,7,*,9492,12117,28.6799,14.33995,18.6267,mature protein_coding RNA,B2m,ENSMUSG00000060802,cds,mmu-miR-181d-5p,60,16,42,0,2,ago_bs_mir181_chi&mir181_enriched,12649,1,0,ENSMUSG00000060802,B2m,cds,27,24,18,26,27,11,ENSMUSG00000060802,756,793,556,1018,777,443,176.87991686407693,0.3709200463992296,0.2943414260827541,1.5866029795987515,0.20781214542817725,0.6325486473585749,NA,NA,NA,NA,NA,NA,1073.2594787626995,810.1103845849564,986.7033817068569,921.9357453678598,870.2542291733746,915.300760286445,ENSMUSG00000060802.bs2,3,3,TRUE,5398,protein_coding,1,ENSMUST00000102476,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000103220,3293,3299,7,*,9493,12231,20.89273,6.964243333333333,12.6739,mature protein_coding RNA,Snrnp200,ENSMUSG00000003660,cds,mmu-miR-181a-5p,3,3,0,0,0,ago_bs_mir181_chi&mir181_enriched,12650,1,1,ENSMUSG00000003660,Snrnp200,cds,9,12,5,11,9,2,ENSMUSG00000003660,940,1347,831,1498,1124,506,86.61018827989362,0.39581272350388463,0.45099713479776943,0.7752329173850399,0.3786030598657418,0.7773179456715938,NA,NA,NA,NA,NA,NA,146.77700747801384,151.35119204906746,162.20344989989852,149.2148089777918,138.4645737362773,114.98941163642579,ENSMUSG00000003660.bs8,3,3,TRUE,32053,protein_coding,1,ENSMUST00000103220,,153,158,6,seed_alt_38,TRUE,0,0
ENSMUST00000110374,388,394,7,*,9494,12241,17.94883,8.974415,9.02261,mature protein_coding RNA,Stard7,ENSMUSG00000027367,cds,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14972,protein_coding,1,ENSMUST00000110374,,62,68,7,seed_7mer_m8,FALSE,1,0
ENSMUST00000108981,703,709,7,*,9495,13829,11.76324,5.88162,6.65687,mature protein_coding RNA,Gm14305,ENSMUSG00000078878,cds,mmu-miR-181a-5p,6,5,1,0,0,ago_bs_mir181_chi&mir181_enriched,12662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13486,protein_coding,2,ENSMUST00000108981,,8,15,8,seed_8mer,FALSE,3,0
ENSMUST00000183984,1266,1272,7,*,9496,14226,42.08843,10.5221075,13.4007,mature protein_coding RNA,Celf2,ENSMUSG00000002107,cds,mmu-miR-181a-5p,2,1,1,0,0,ago_bs_mir181_chi&mir181_enriched,12666,1,0,ENSMUSG00000002107,Celf2,cds,8,8,7,13,9,6,ENSMUSG00000002107,8338,10955,6344,10530,8584,4665,336.91415173322184,-0.19937226103198957,0.410854177988892,0.23626569022549404,0.6269163363340051,0.8981349809061925,NA,NA,NA,NA,NA,NA,393.28908009473446,371.83516049246435,374.06068038834155,316.84605712923303,319.43455380538757,320.242380242149,ENSMUSG00000002107.bs27,3,3,TRUE,325739,nonsense_mediated_decay,5,ENSMUST00000183984,,65,70,6,seed_alt_38,FALSE,0,0
ENSMUST00000028288,2368,2374,7,*,9497,14840,11.15379,5.576895,6.37317,mature protein_coding RNA,Notch1,ENSMUSG00000026923,cds,mmu-miR-181b-5p,3,1,2,0,0,ago_bs_mir181_chi&mir181_enriched,12667,1,1,ENSMUSG00000026923,Notch1,cds,7,12,2,15,8,1,ENSMUSG00000026923,1416,2598,1323,2229,1655,737,99.39402100263958,-0.22257537024298546,0.48741914968509215,0.21081766072802566,0.6461272834643333,0.9036611322920518,NA,NA,NA,NA,NA,NA,121.47270615830939,160.3772177143099,141.87444820346437,121.98191875398703,112.0097010147763,92.0153115486981,ENSMUSG00000026923.bs6,3,3,TRUE,45920,protein_coding,1,ENSMUST00000028288,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000139629,1856,1862,7,*,9498,15139,82.378,41.189,56.6369,mature protein_coding RNA,Fam78a,ENSMUSG00000050592,cds,mmu-miR-181a-5p,1,1,0,0,0,ago_bs_mir181_chi&mir181_enriched,12670,1,1,ENSMUSG00000050592,Fam78a,cds,11,22,18,30,18,11,ENSMUSG00000050592,4674,6887,3611,6727,5862,3112,296.44758871938666,0.052581180021012704,0.2891996516476586,0.03303047488475386,0.855784511971154,0.9664014314628999,NA,NA,NA,NA,NA,NA,955.3831596712758,1012.9943695827252,922.6675566895684,877.162870246997,945.3157076032014,925.7753686811942,ENSMUSG00000050592.bs21,3,3,TRUE,34615,nonsense_mediated_decay,1,ENSMUST00000139629,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000047812,4164,4170,7,*,9499,15850,6.30954,3.15477,3.81925,mature protein_coding RNA,Dpp4,ENSMUSG00000035000,cds,mmu-miR-181a-5p,7,7,0,0,0,ago_bs_mir181_chi&mir181_enriched,12672,1,0,ENSMUSG00000035000,Dpp4,cds,0,2,2,8,7,1,ENSMUSG00000035000,1048,1469,995,1959,1435,923,63.32206760086021,-1.5063215042730393,0.8208777262352354,3.990414679748099,0.04575980101741303,0.33006169470129443,NA,NA,NA,NA,NA,NA,202.48568042027563,204.2409884682056,240.31728102370195,241.45566970524357,218.73945244966336,259.54453800701185,ENSMUSG00000035000.bs5,3,3,TRUE,82159,protein_coding,1,ENSMUST00000047812,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000111370,2645,2651,7,*,9500,16891,82.1731,20.543275,26.1743,mature protein_coding RNA,Madd,ENSMUSG00000040687,cds,mmu-miR-181a-5p,13,9,3,1,0,ago_bs_mir181_chi&mir181_enriched,12674,1,1,ENSMUSG00000040687,Madd,cds,5,3,3,43,20,15,ENSMUSG00000040687,855,1194,657,1815,1524,807,126.84340689888703,-2.009476747739669,0.47198092248767337,24.518120836779914,7.361424976588754e-7,1.1122050260083534e-4,NA,NA,NA,NA,NA,NA,114.88802686355847,115.45189282892942,110.35776931147299,155.58052187465725,161.56073098213972,157.81902295397492,ENSMUSG00000040687.bs10,3,3,TRUE,45489,protein_coding,1,ENSMUST00000111370,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000028843,5559,5565,7,*,9501,17844,77.8229,19.455725,39.1705,mature protein_coding RNA,Trpm7,ENSMUSG00000027365,cds,mmu-miR-181a-5p,3,3,0,0,0,ago_bs_mir181_chi&mir181_enriched,12681,1,1,ENSMUSG00000027365,Trpm7,cds,20,33,15,26,20,8,ENSMUSG00000027365,1327,1737,993,1898,1511,955,183.14861293820167,0.6526368367065473,0.2831910936444622,5.358497911862443,0.02062152811848411,0.21853714701107713,NA,NA,NA,NA,NA,NA,143.18507557201167,134.86980307704562,133.938356785896,130.64505524067016,128.62739699202643,149.97102558146756,ENSMUSG00000027365.bs5,3,3,TRUE,84547,protein_coding,1,ENSMUST00000028843,,NA,NA,NA,NA,NA,NA,NA
ENSMUST00000108930,240,246,7,*,9502,19335,4.80534,2.40267,3.1943,mature protein_coding RNA,Gm14326,ENSMUSG00000078862,cds,mmu-miR-181b-5p,5,4,1,0,0,ago_bs_mir181_chi&mir181_enriched,12690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11761,protein_coding,2,ENSMUST00000108930,,NA,NA,NA,NA,NA,NA,NA
